mesa,habilitados,votaron,positivos,participacion,502 CAMBIEMOS,% 502 CAMBIEMOS
3377,339,236,224,69.62,77,36.67
6467,339,236,224,69.62,109,47.39
6924,339,236,224,69.62,104,46.22
6927,339,236,224,69.62,88,38.77
7954,339,236,224,69.62,93,40.97
7133,329,229,224,69.6,23,10.41
508,342,238,224,69.59,118,51.3
514,342,238,224,69.59,109,49.77
530,342,238,224,69.59,101,45.09
1847,342,238,224,69.59,242,69.94
2177,342,238,224,69.59,67,29.13
2402,342,238,224,69.59,97,43.3
2408,342,238,224,69.59,123,53.95
2991,342,238,224,69.59,107,47.35
3468,342,238,224,69.59,81,36.32
3776,342,238,224,69.59,103,46.82
3796,342,238,224,69.59,119,53.36
4188,319,222,224,69.59,29,13.36
4841,296,206,224,69.59,85,43.81
6318,342,238,224,69.59,126,56.25
7311,342,238,224,69.59,68,30.09
7342,319,222,224,69.59,106,49.53
3039,332,231,224,69.58,95,42.6
6428,332,231,224,69.58,94,41.41
86,345,240,224,69.57,111,48.68
97,345,240,224,69.57,121,51.93
157,345,240,224,69.57,132,56.9
167,345,240,224,69.57,116,49.57
222,345,240,224,69.57,103,44.78
703,345,240,224,69.57,117,52.47
710,345,240,224,69.57,100,43.1
725,345,240,224,69.57,124,54.63
2636,345,240,224,69.57,117,51.09
2652,345,240,224,69.57,103,47.47
2675,345,240,224,69.57,97,42.36
2693,345,240,224,69.57,94,41.41
2881,345,240,224,69.57,121,53.3
2948,345,240,224,69.57,65,30.09
2953,345,240,224,69.57,85,36.32
3668,345,240,224,69.57,120,53.81
3763,345,240,224,69.57,85,38.46
4055,345,240,224,69.57,70,30.84
4697,345,240,224,69.57,78,34.06
4699,345,240,224,69.57,84,37
4882,299,208,224,69.57,59,31.05
5736,345,240,224,69.57,100,45.66
6777,345,240,224,69.57,113,50.22
6778,345,240,224,69.57,119,51.29
6788,345,240,224,69.57,104,44.44
7750,345,240,224,69.57,82,35.19
7751,345,240,224,69.57,89,38.36
8245,345,240,224,69.57,91,39.74
1128,335,233,224,69.55,111,49.55
2353,335,233,224,69.55,73,33.8
3341,335,233,224,69.55,47,22.6
4307,335,233,224,69.55,63,28.38
7336,325,226,224,69.54,64,29.63
759,338,235,224,69.53,128,56.14
884,338,235,224,69.53,105,46.67
2601,338,235,224,69.53,101,46.12
3397,338,235,224,69.53,100,45.66
7964,338,235,224,69.53,81,35.06
4272,269,187,224,69.52,75,43.6
653,341,237,224,69.5,72,33.64
3805,341,237,224,69.5,102,43.78
4244,318,221,224,69.5,122,57.28
4391,318,221,224,69.5,91,43.33
6701,341,237,224,69.5,94,43.32
6720,341,237,224,69.5,87,40.47
6878,341,237,224,69.5,100,45.66
7369,341,237,224,69.5,84,36.84
7422,341,237,224,69.5,60,26.91
7810,341,237,224,69.5,89,39.38
7413,295,205,224,69.49,94,47.72
7873,331,230,224,69.49,88,42.51
176,344,239,224,69.48,147,61.25
256,344,239,224,69.48,146,64.89
746,344,239,224,69.48,128,54.24
1073,344,239,224,69.48,112,50.45
1075,344,239,224,69.48,102,44.16
1249,344,239,224,69.48,101,43.53
2748,344,239,224,69.48,99,43.61
4250,344,239,224,69.48,124,56.62
4717,344,239,224,69.48,76,33.04
6750,308,214,224,69.48,74,37
7765,344,239,224,69.48,97,44.7
8113,344,239,224,69.48,133,59.91
8423,344,239,224,69.48,121,52.61
8472,344,239,224,69.48,143,63
1042,334,232,224,69.46,123,55.16
1915,334,232,224,69.46,114,51.82
4742,298,207,224,69.46,90,45.23
1588,347,241,224,69.45,91,40.09
1618,347,241,224,69.45,88,40.93
1622,347,241,224,69.45,85,37.28
1712,347,241,224,69.45,93,40.43
2038,347,241,224,69.45,114,50.44
2801,347,241,224,69.45,106,45.3
3875,347,241,224,69.45,103,46.4
3986,347,241,224,69.45,121,51.27
3993,347,241,224,69.45,139,59.91
4456,347,241,224,69.45,119,50.42
4489,347,241,224,69.45,131,56.47
4515,347,241,224,69.45,105,45.65
6089,347,241,224,69.45,110,50
6090,347,241,224,69.45,113,49.13
6099,347,241,224,69.45,95,41.85
6115,347,241,224,69.45,95,42.6
6177,347,241,224,69.45,82,35.5
6536,347,241,224,69.45,118,52.91
7526,347,241,224,69.45,89,37.39
778,337,234,224,69.44,127,56.44
780,337,234,224,69.44,128,56.64
782,337,234,224,69.44,136,59.91
1769,337,234,224,69.44,125,54.35
4738,324,225,224,69.44,91,43.13
5193,301,209,224,69.44,58,29.15
7227,337,234,224,69.44,82,36.44
671,340,236,224,69.41,63,29.3
994,340,236,224,69.41,130,56.52
1336,340,236,224,69.41,83,38.6
2145,340,236,224,69.41,90,39.65
4780,340,236,224,69.41,103,48.13
4823,340,236,224,69.41,123,56.94
6723,340,236,224,69.41,88,39.29
6734,340,236,224,69.41,94,43.72
6915,340,236,224,69.41,122,55.45
7817,340,236,224,69.41,81,36.32
6951,268,186,224,69.4,58,32.4
29,343,238,224,69.39,139,60.96
952,343,238,224,69.39,122,54.71
1224,343,238,224,69.39,75,32.89
2190,343,238,224,69.39,113,47.88
2191,343,238,224,69.39,133,57.58
2203,343,238,224,69.39,115,50
3577,330,229,224,69.39,121,55.25
3580,330,229,224,69.39,111,49.78
3586,330,229,224,69.39,121,55.76
5079,343,238,224,69.39,108,47.58
5223,343,238,224,69.39,84,37.17
5424,343,238,224,69.39,91,39.74
5660,343,238,224,69.39,105,45.45
7015,343,238,224,69.39,100,44.84
7062,343,238,224,69.39,111,48.47
8066,330,229,224,69.39,102,48.57
5679,320,222,224,69.38,106,50.96
7863,320,222,224,69.38,63,30.73
1046,333,231,224,69.37,26,21.85
5891,333,231,224,69.37,109,52.4
7854,333,231,224,69.37,85,39.53
245,346,240,224,69.36,132,56.65
590,346,240,224,69.36,130,57.02
815,346,240,224,69.36,101,44.3
1427,346,240,224,69.36,111,48.9
1463,346,240,224,69.36,86,38.22
1733,346,240,224,69.36,92,40
1863,346,240,224,69.36,100,43.48
1959,346,240,224,69.36,82,35.04
2035,346,240,224,69.36,130,57.27
2062,346,240,224,69.36,112,48.48
2063,346,240,224,69.36,124,53.91
2460,346,240,224,69.36,110,48.03
2877,346,240,224,69.36,132,57.39
3596,297,206,224,69.36,59,30.57
3601,346,240,224,69.36,112,48.28
3634,346,240,224,69.36,131,59.01
3643,346,240,224,69.36,125,56.05
3751,346,240,224,69.36,97,42.36
3753,346,240,224,69.36,100,47.62
4000,346,240,224,69.36,110,49.11
4007,346,240,224,69.36,126,53.16
4022,346,240,224,69.36,110,48.67
4023,346,240,224,69.36,126,55.02
4580,346,240,224,69.36,85,37.28
5502,346,240,224,69.36,123,53.25
5527,346,240,224,69.36,120,52.63
5816,346,240,224,69.36,66,28.7
6238,346,240,224,69.36,114,50
6827,346,240,224,69.36,93,44.08
7527,346,240,224,69.36,93,40.43
8166,346,240,224,69.36,111,47.84
8190,346,240,224,69.36,95,42.04
1121,336,233,224,69.35,104,45.61
4356,323,224,224,69.35,109,50.93
4740,323,224,224,69.35,77,35.32
5952,336,233,224,69.35,124,59.05
6974,336,233,224,69.35,72,34.29
7091,199,138,224,69.35,24,18.18
5798,349,242,224,69.34,72,28.92
4180,75,52,224,69.33,18,36.73
7669,238,165,224,69.33,39,25.83
875,339,235,224,69.32,112,53.08
880,339,235,224,69.32,114,51.35
905,339,235,224,69.32,114,49.14
910,339,235,224,69.32,93,40.43
2596,339,235,224,69.32,109,48.66
4845,339,235,224,69.32,99,45.41
4853,339,235,224,69.32,110,48.25
5622,339,235,224,69.32,111,51.15
6328,339,235,224,69.32,98,43.95
6936,339,235,224,69.32,96,44.65
7124,251,174,224,69.32,33,19.76
2214,342,237,224,69.3,112,48.48
3432,342,237,224,69.3,65,28.51
3590,329,228,224,69.3,130,58.56
3608,329,228,224,69.3,101,46.33
3777,342,237,224,69.3,112,48.07
5331,342,237,224,69.3,85,37.78
5913,329,228,224,69.3,82,37.96
6308,342,237,224,69.3,108,50.47
7975,342,237,224,69.3,58,25.33
8643,316,219,224,69.3,92,45.32
4875,254,176,224,69.29,40,23.26
6339,280,194,224,69.29,87,47.28
119,345,239,224,69.28,132,55.7
163,345,239,224,69.28,129,55.36
164,345,239,224,69.28,130,56.03
235,345,239,224,69.28,94,40.69
375,332,230,224,69.28,69,31.94
1896,345,239,224,69.28,105,45.06
2306,345,239,224,69.28,90,38.79
2313,345,239,224,69.28,82,35.96
2751,345,239,224,69.28,93,39.41
2874,345,239,224,69.28,111,48.26
3315,345,239,224,69.28,111,50
3700,345,239,224,69.28,84,37.17
5831,345,239,224,69.28,56,25.34
6008,345,239,224,69.28,56,25.45
6056,345,239,224,69.28,68,31.19
6893,332,230,224,69.28,117,52.7
7207,345,239,224,69.28,98,42.98
7692,345,239,224,69.28,115,51.34
7704,345,239,224,69.28,96,44.86
7722,345,239,224,69.28,107,46.72
7743,345,239,224,69.28,110,49.11
7141,309,214,224,69.26,64,31.37
368,335,232,224,69.25,83,38.43
1133,335,232,224,69.25,110,50.23
3230,335,232,224,69.25,97,43.3
4301,335,232,224,69.25,59,27.19
5271,348,241,224,69.25,93,40.97
5704,335,232,224,69.25,98,44.14
5963,335,232,224,69.25,97,43.11
767,338,234,224,69.23,121,52.16
990,338,234,224,69.23,100,46.08
1675,338,234,224,69.23,89,41.01
3391,338,234,224,69.23,78,37.86
4280,338,234,224,69.23,153,67.7
4871,338,234,224,69.23,115,51.34
6490,247,171,224,69.23,51,31.88
7117,325,225,224,69.23,43,19.63
658,341,236,224,69.21,73,32.3
1554,341,236,224,69.21,98,45.16
1564,341,236,224,69.21,97,42.17
1988,341,236,224,69.21,70,32.41
3305,302,209,224,69.21,78,40
6959,328,227,224,69.21,43,19.91
7360,341,236,224,69.21,81,36.49
272,344,238,224,69.19,125,55.8
851,344,238,224,69.19,106,46.9
919,344,238,224,69.19,121,51.93
1195,344,238,224,69.19,132,56.65
2088,344,238,224,69.19,80,35.24
2702,344,238,224,69.19,90,40.36
2729,344,238,224,69.19,86,39.09
2733,344,238,224,69.19,104,45.02
2742,344,238,224,69.19,91,41.18
3659,344,238,224,69.19,134,58.26
3715,344,238,224,69.19,65,28.51
4702,344,238,224,69.19,54,24.22
4716,344,238,224,69.19,104,46.85
5395,344,238,224,69.19,97,44.09
6076,344,238,224,69.19,77,34.07
7002,344,238,224,69.19,67,29.39
8110,344,238,224,69.19,97,42.73
8408,344,238,224,69.19,131,58.22
8424,344,238,224,69.19,136,58.12
8433,344,238,224,69.19,112,50.22
4320,305,211,224,69.18,61,30.35
8059,331,229,224,69.18,104,48.83
385,347,240,224,69.16,104,45.81
1616,347,240,224,69.16,93,40.61
1709,347,240,224,69.16,94,39.83
1871,347,240,224,69.16,102,44.54
2084,347,240,224,69.16,127,55.46
2436,347,240,224,69.16,50,27.03
2829,347,240,224,69.16,90,38.79
2832,347,240,224,69.16,113,48.5
3739,347,240,224,69.16,84,39.25
3950,347,240,224,69.16,130,56.03
3964,347,240,224,69.16,126,52.5
4453,347,240,224,69.16,106,46.7
4467,347,240,224,69.16,121,53.3
4488,347,240,224,69.16,111,48.26
4501,347,240,224,69.16,85,38.12
4517,347,240,224,69.16,107,46.32
4519,347,240,224,69.16,110,48.25
5690,334,231,224,69.16,89,40.09
6088,347,240,224,69.16,100,44.05
6142,347,240,224,69.16,135,60.54
6159,347,240,224,69.16,98,45.37
6161,347,240,224,69.16,104,47.27
6184,347,240,224,69.16,89,38.7
6227,347,240,224,69.16,71,32.42
6943,308,213,224,69.16,71,35.15
7114,321,222,224,69.16,88,40.74
7506,347,240,224,69.16,67,29.78
7508,347,240,224,69.16,78,34.51
8319,334,231,224,69.16,109,48.66
5454,363,251,224,69.15,125,51.87
493,337,233,224,69.14,33,14.54
496,337,233,224,69.14,76,33.78
783,337,233,224,69.14,126,58.33
4403,350,242,224,69.14,119,50.85
353,340,235,224,69.12,101,44.69
1780,340,235,224,69.12,126,55.51
2870,217,150,224,69.12,85,59.86
5365,340,235,224,69.12,105,48.39
6918,340,235,224,69.12,103,46.19
7440,340,235,224,69.12,88,38.43
7821,340,235,224,69.12,102,45.54
8371,204,141,224,69.12,73,55.73
499,343,237,224,69.1,113,50
520,343,237,224,69.1,98,42.24
1087,343,237,224,69.1,119,53.6
1228,343,237,224,69.1,96,42.11
1566,343,237,224,69.1,106,46.09
2111,343,237,224,69.1,78,35.14
2359,343,237,224,69.1,110,49.55
2503,343,237,224,69.1,115,51.8
2539,343,237,224,69.1,99,43.81
5026,343,237,224,69.1,95,44.19
5275,343,237,224,69.1,78,34.06
572,330,228,224,69.09,103,47.03
8071,330,228,224,69.09,86,40.76
189,346,239,224,69.08,116,50.43
1448,346,239,224,69.08,93,41.89
1453,346,239,224,69.08,111,48.68
1727,346,239,224,69.08,102,43.78
1883,346,239,224,69.08,105,45.26
2042,346,239,224,69.08,114,48.93
2057,346,239,224,69.08,109,48.23
2456,346,239,224,69.08,112,47.86
3613,346,239,224,69.08,129,57.08
3743,346,239,224,69.08,97,42.92
4596,346,239,224,69.08,102,45.33
5501,346,239,224,69.08,141,60.52
5541,346,239,224,69.08,125,55.07
5800,346,239,224,69.08,75,33.63
6752,346,239,224,69.08,100,43.86
6798,346,239,224,69.08,130,55.32
7532,346,239,224,69.08,81,36
7533,346,239,224,69.08,72,32
7626,346,239,224,69.08,82,38.68
1014,333,230,224,69.07,131,58.48
3097,333,230,224,69.07,88,41.31
4225,333,230,224,69.07,116,53.95
5918,139,96,224,69.06,28,30.77
7418,307,212,224,69.06,78,37.68
8648,320,221,224,69.06,88,41.12
396,349,241,224,69.05,117,51.77
494,336,232,224,69.05,42,19
1125,336,232,224,69.05,108,48
1304,336,232,224,69.05,74,33.48
3845,336,232,224,69.05,85,39.53
8483,336,232,224,69.05,125,56.05
481,339,234,224,69.03,88,39.11
628,339,234,224,69.03,96,43.05
976,339,234,224,69.03,107,48.64
2164,339,234,224,69.03,89,39.04
4274,339,234,224,69.03,129,57.08
5366,339,234,224,69.03,104,47.27
5618,339,234,224,69.03,108,51.18
5625,339,234,224,69.03,120,54.05
6509,339,234,224,69.03,104,46.85
6920,339,234,224,69.03,118,53.15
8078,339,234,224,69.03,97,44.29
507,342,236,224,69.01,102,44.16
509,342,236,224,69.01,123,55.16
1147,342,236,224,69.01,111,47.64
2174,342,236,224,69.01,83,38.07
2182,342,236,224,69.01,85,37.95
2225,342,236,224,69.01,106,46.29
2232,342,236,224,69.01,110,48.67
3538,342,236,224,69.01,132,58.93
4930,342,236,224,69.01,137,61.16
5221,342,236,224,69.01,107,47.35
3591,329,227,224,69,127,57.47
8343,329,227,224,69,86,38.74
708,345,238,224,68.99,129,56.09
713,345,238,224,68.99,125,55.56
718,345,238,224,68.99,96,41.92
721,345,238,224,68.99,116,50.66
732,345,238,224,68.99,103,44.78
959,345,238,224,68.99,109,48.02
1893,345,238,224,68.99,94,40.87
1899,345,238,224,68.99,102,44.35
2196,345,238,224,68.99,121,52.38
2318,345,238,224,68.99,87,38.5
2324,345,238,224,68.99,87,38.5
2339,345,238,224,68.99,98,42.98
2341,345,238,224,68.99,91,40.62
2653,345,238,224,68.99,97,42.36
2677,345,238,224,68.99,109,49.77
2758,345,238,224,68.99,86,37.89
2872,345,238,224,68.99,101,44.69
3676,345,238,224,68.99,117,51.54
4670,345,238,224,68.99,72,30.77
4678,345,238,224,68.99,87,38.5
4685,345,238,224,68.99,75,35.38
6773,345,238,224,68.99,67,30.73
6841,345,238,224,68.99,125,57.6
8214,345,238,224,68.99,94,42.34
8251,345,238,224,68.99,116,50.88
8403,345,238,224,68.99,125,55.8
373,332,229,224,68.98,81,38.21
816,348,240,224,68.97,101,43.53
1866,348,240,224,68.97,104,45.61
1936,348,240,224,68.97,86,38.57
2868,232,160,224,68.97,75,49.34
7344,319,220,224,68.97,93,44.29
772,338,233,224,68.93,122,53.74
774,338,233,224,68.93,121,54.5
892,338,233,224,68.93,109,51.17
1284,338,233,224,68.93,116,51.79
3390,338,233,224,68.93,78,36.45
4314,309,213,224,68.93,104,50.49
655,341,235,224,68.91,78,33.48
1159,341,235,224,68.91,107,47.98
1548,341,235,224,68.91,96,43.84
3556,341,235,224,68.91,131,56.71
6691,341,235,224,68.91,100,45.05
6694,341,235,224,68.91,85,38.81
7428,341,235,224,68.91,108,49.32
143,344,237,224,68.9,131,62.68
250,344,237,224,68.9,111,47.84
912,344,237,224,68.9,89,39.38
1202,344,237,224,68.9,92,40.71
3327,344,237,224,68.9,143,63.56
6069,344,237,224,68.9,74,33.79
6681,328,226,224,68.9,86,40.76
6967,328,226,224,68.9,50,23.36
7007,344,237,224,68.9,119,50.85
7011,344,237,224,68.9,85,37.12
7137,328,226,224,68.9,13,5.86
7804,344,237,224,68.9,113,50.22
8409,344,237,224,68.9,94,41.23
8411,344,237,224,68.9,128,56.89
8425,344,237,224,68.9,120,53.1
8436,344,237,224,68.9,117,51.77
8439,344,237,224,68.9,120,52.86
8457,344,237,224,68.9,117,51.54
8461,344,237,224,68.9,100,45.87
616,347,239,224,68.88,127,54.98
1420,347,239,224,68.88,99,44.8
1735,347,239,224,68.88,124,53.22
2419,347,239,224,68.88,106,46.29
2814,347,239,224,68.88,103,45.78
2823,347,239,224,68.88,102,43.97
3884,347,239,224,68.88,85,37.78
3886,347,239,224,68.88,85,38.64
4410,347,239,224,68.88,120,53.57
4485,347,239,224,68.88,93,39.91
5465,347,239,224,68.88,113,49.13
5640,347,239,224,68.88,105,45.45
5843,347,239,224,68.88,87,38.33
6107,347,239,224,68.88,121,51.71
6215,347,239,224,68.88,99,43.42
8368,286,197,224,68.88,68,37.36
8121,212,146,224,68.87,54,38.03
407,350,241,224,68.86,128,54.7
1036,334,230,224,68.86,110,48.46
4204,334,230,224,68.86,93,42.47
5692,334,230,224,68.86,80,36.7
6772,350,241,224,68.86,129,56.58
8644,228,157,224,68.86,52,33.99
7264,305,210,224,68.85,50,24.27
483,337,232,224,68.84,47,21.66
1771,337,232,224,68.84,106,46.9
4735,324,223,224,68.83,91,43.54
332,340,234,224,68.82,100,45.05
474,340,234,224,68.82,83,38.07
1340,340,234,224,68.82,94,42.92
2572,340,234,224,68.82,106,47.53
4285,340,234,224,68.82,152,68.47
4772,340,234,224,68.82,111,52.36
5372,340,234,224,68.82,114,49.78
5731,340,234,224,68.82,122,55.96
6506,340,234,224,68.82,78,36.28
6508,340,234,224,68.82,112,51.61
7450,340,234,224,68.82,81,36.82
7820,340,234,224,68.82,96,43.64
641,327,225,224,68.81,57,26.51
3295,327,225,224,68.81,121,57.35
7411,295,203,224,68.81,103,50.99
855,343,236,224,68.8,110,48.67
1248,343,236,224,68.8,108,47.79
2185,343,236,224,68.8,119,52.42
2193,343,236,224,68.8,131,56.22
2385,343,236,224,68.8,106,45.49
2499,343,236,224,68.8,122,52.81
2500,343,236,224,68.8,92,43.6
2526,343,236,224,68.8,125,55.07
7014,343,236,224,68.8,92,40.89
7018,343,236,224,68.8,79,34.65
7021,343,236,224,68.8,133,58.85
7040,343,236,224,68.8,101,45.5
7046,343,236,224,68.8,80,34.78
7068,343,236,224,68.8,97,43.11
7485,343,236,224,68.8,67,29.52
591,346,238,224,68.79,134,58.26
824,346,238,224,68.79,94,41.78
1078,346,238,224,68.79,107,46.93
1950,346,238,224,68.79,91,40.27
2041,346,238,224,68.79,117,52.23
2267,346,238,224,68.79,78,33.77
2472,346,238,224,68.79,109,48.88
2858,346,238,224,68.79,84,36.68
2871,346,238,224,68.79,106,46.49
3641,346,238,224,68.79,131,59.28
3740,346,238,224,68.79,86,38.74
3888,346,238,224,68.79,92,40.89
3894,346,238,224,68.79,94,41.23
3912,346,238,224,68.79,95,41.48
4013,346,238,224,68.79,126,54.78
4027,346,238,224,68.79,115,49.15
4030,346,238,224,68.79,122,51.91
4048,346,238,224,68.79,110,48.67
4585,346,238,224,68.79,128,55.17
5570,346,238,224,68.79,126,56.5
5813,346,238,224,68.79,73,31.88
5820,346,238,224,68.79,92,40.89
6264,346,238,224,68.79,92,41.44
6275,346,238,224,68.79,99,44.2
6832,346,238,224,68.79,112,49.56
6835,346,238,224,68.79,115,51.34
7277,330,227,224,68.79,64,29.36
7537,346,238,224,68.79,112,48.7
7662,346,238,224,68.79,73,31.6
6521,205,141,224,68.78,102,75.56
371,333,229,224,68.77,59,26.34
2486,317,218,224,68.77,48,23.88
5899,333,229,224,68.77,108,49.32
6171,349,240,224,68.77,96,42.86
6891,333,229,224,68.77,88,40.74
1306,336,231,224,68.75,77,35.81
2350,336,231,224,68.75,93,40.79
5608,240,165,224,68.75,50,31.65
7263,304,209,224,68.75,14,9.09
1162,339,233,224,68.73,90,40.72
2605,339,233,224,68.73,86,39.27
3925,339,233,224,68.73,109,47.39
4793,339,233,224,68.73,123,57.75
5620,339,233,224,68.73,124,56.88
6518,339,233,224,68.73,77,34.84
7339,339,233,224,68.73,57,25.79
8373,323,222,224,68.73,94,43.93
510,342,235,224,68.71,111,49.55
1179,342,235,224,68.71,133,57.83
2226,342,235,224,68.71,117,51.77
2233,342,235,224,68.71,102,44.74
2404,342,235,224,68.71,120,52.63
2566,342,235,224,68.71,124,54.63
3539,342,235,224,68.71,129,57.08
4933,342,235,224,68.71,128,61.54
5330,342,235,224,68.71,70,30.84
6376,310,213,224,68.71,108,52.94
83,345,237,224,68.7,108,47.79
135,345,237,224,68.7,122,53.04
728,345,237,224,68.7,111,48.9
2269,345,237,224,68.7,82,35.96
2287,345,237,224,68.7,79,35.43
2296,345,237,224,68.7,83,36.24
2511,345,237,224,68.7,122,53.51
2651,345,237,224,68.7,91,40.62
2674,345,237,224,68.7,113,50.9
2690,345,237,224,68.7,98,44.75
2880,345,237,224,68.7,99,44.2
2939,345,237,224,68.7,63,29.72
3667,345,237,224,68.7,141,62.95
3682,345,237,224,68.7,121,57.08
4695,345,237,224,68.7,77,35.16
5268,345,237,224,68.7,101,48.1
6014,345,237,224,68.7,65,29.02
6049,345,237,224,68.7,43,20.09
7201,345,237,224,68.7,94,41.23
7710,345,237,224,68.7,68,29.69
7711,345,237,224,68.7,106,47.11
7716,345,237,224,68.7,94,41.41
7728,345,237,224,68.7,128,56.39
8169,345,237,224,68.7,101,45.29
8212,345,237,224,68.7,78,34.67
8228,345,237,224,68.7,107,47.98
8387,345,237,224,68.7,119,51.97
4745,297,204,224,68.69,92,46
5512,348,239,224,68.68,120,52.17
5600,348,239,224,68.68,123,54.19
5633,348,239,224,68.68,107,47.98
6268,348,239,224,68.68,95,41.85
4909,316,217,224,68.67,90,42.86
5239,300,206,224,68.67,108,55.38
7899,332,228,224,68.67,97,44.91
7921,332,228,224,68.67,111,50.68
4292,67,46,224,68.66,21,48.84
7889,284,195,224,68.66,91,47.89
637,338,232,224,68.64,119,53.85
1673,338,232,224,68.64,82,37.96
3060,338,232,224,68.64,129,57.08
3401,338,232,224,68.64,99,44.2
3406,338,232,224,68.64,71,32.27
4284,338,232,224,68.64,145,65.61
6621,338,232,224,68.64,90,41.67
7962,338,232,224,68.64,90,41.47
5274,255,175,224,68.63,57,35.19
5686,322,221,224,68.63,102,48.11
348,341,234,224,68.62,102,44.93
460,341,234,224,68.62,72,31.03
553,341,234,224,68.62,76,34.08
557,341,234,224,68.62,70,31.11
2166,341,234,224,68.62,112,50.68
3551,341,234,224,68.62,126,56.76
4664,188,129,224,68.62,78,62.9
6855,341,234,224,68.62,144,63.16
848,344,236,224,68.6,102,43.78
1054,344,236,224,68.6,93,42.27
1068,344,236,224,68.6,107,47.77
1206,344,236,224,68.6,110,47.62
2739,344,236,224,68.6,105,47.09
2747,344,236,224,68.6,98,43.36
3720,344,236,224,68.6,70,30.97
5401,344,236,224,68.6,125,55.8
6962,328,225,224,68.6,46,21.6
7769,344,236,224,68.6,69,32.39
8098,344,236,224,68.6,123,54.19
8116,344,236,224,68.6,138,60
8452,344,236,224,68.6,138,61.06
8467,344,236,224,68.6,119,54.84
8468,344,236,224,68.6,118,51.53
796,347,238,224,68.59,110,47.21
1895,347,238,224,68.59,99,43.04
1928,347,238,224,68.59,85,37.12
2078,347,238,224,68.59,120,52.86
2779,347,238,224,68.59,119,52.42
2792,347,238,224,68.59,98,41.7
3873,347,238,224,68.59,109,47.6
3879,347,238,224,68.59,103,47.47
4483,347,238,224,68.59,111,48.47
4504,347,238,224,68.59,103,44.02
5460,347,238,224,68.59,141,61.84
6166,347,238,224,68.59,98,44.34
6178,347,238,224,68.59,98,43.56
6223,347,238,224,68.59,127,54.74
8064,331,227,224,68.58,117,54.93
1909,334,229,224,68.56,124,57.94
2998,334,229,224,68.56,117,53.18
5688,334,229,224,68.56,98,45.58
781,337,231,224,68.55,114,50.44
5850,337,231,224,68.55,90,41.67
8545,267,183,224,68.54,87,48.07
339,340,233,224,68.53,100,44.64
345,340,233,224,68.53,122,55.2
666,340,233,224,68.53,98,43.36
1143,340,233,224,68.53,117,52.94
1144,340,233,224,68.53,118,52.91
1152,340,233,224,68.53,132,58.41
1339,340,233,224,68.53,99,45.83
2027,340,233,224,68.53,77,33.33
2154,340,233,224,68.53,79,35.91
2570,340,233,224,68.53,103,45.78
5713,340,233,224,68.53,115,53.99
6402,340,233,224,68.53,121,54.75
7436,340,233,224,68.53,133,59.38
6347,270,185,224,68.52,55,30.9
269,343,235,224,68.51,117,52.47
2112,343,235,224,68.51,86,37.89
2167,343,235,224,68.51,88,39.46
2192,343,235,224,68.51,115,50.44
2616,343,235,224,68.51,71,31.56
5214,343,235,224,68.51,95,42.04
5216,343,235,224,68.51,97,43.89
5315,343,235,224,68.51,93,41.15
5321,343,235,224,68.51,77,34.68
5670,343,235,224,68.51,94,42.92
6358,343,235,224,68.51,81,36.32
6848,289,198,224,68.51,120,65.22
7044,343,235,224,68.51,74,32.31
7048,343,235,224,68.51,99,43.81
7050,343,235,224,68.51,78,34.36
7067,343,235,224,68.51,79,35.59
73,346,237,224,68.5,125,53.88
587,346,237,224,68.5,140,62.78
853,346,237,224,68.5,102,44.16
1424,346,237,224,68.5,102,45.74
1466,346,237,224,68.5,106,45.49
1731,346,237,224,68.5,104,46.85
1746,346,237,224,68.5,115,50.66
2922,346,237,224,68.5,63,28.64
3618,346,237,224,68.5,144,63.72
3901,346,237,224,68.5,87,38.67
4014,346,237,224,68.5,119,53.12
4288,327,224,224,68.5,133,63.03
4573,346,237,224,68.5,81,36.65
4587,346,237,224,68.5,112,48.7
4601,346,237,224,68.5,127,55.7
4751,346,237,224,68.5,89,40.83
5509,346,237,224,68.5,135,57.94
5579,346,237,224,68.5,140,62.22
5764,346,237,224,68.5,79,35.27
5804,346,237,224,68.5,66,29.86
6279,346,237,224,68.5,121,57.08
6812,346,237,224,68.5,117,52
6818,346,237,224,68.5,126,56
6828,346,237,224,68.5,89,39.91
6956,200,137,224,68.5,34,26.15
8171,346,237,224,68.5,113,50.22
8183,346,237,224,68.5,81,37.33
5497,349,239,224,68.48,133,58.59
5910,330,226,224,68.48,84,38.89
5912,330,226,224,68.48,86,40.19
5930,333,228,224,68.47,105,50
1301,336,230,224,68.45,73,33.95
2488,317,217,224,68.45,26,14.44
874,339,232,224,68.44,94,42.53
979,339,232,224,68.44,121,54.02
980,339,232,224,68.44,98,43.95
5730,339,232,224,68.44,114,53.77
6461,339,232,224,68.44,105,46.46
8647,320,219,224,68.44,68,32.38
656,342,234,224,68.42,76,35.51
2178,342,234,224,68.42,55,24.44
2194,342,234,224,68.42,113,50.67
2215,342,234,224,68.42,119,52.19
2218,342,234,224,68.42,127,55.22
2236,342,234,224,68.42,115,50.44
2243,342,234,224,68.42,107,47.77
2245,342,234,224,68.42,111,50
3437,342,234,224,68.42,88,39.46
6305,342,234,224,68.42,104,47.49
8596,342,234,224,68.42,75,33.63
128,345,236,224,68.41,125,54.11
147,345,236,224,68.41,122,54.95
691,345,236,224,68.41,106,46.7
